#HashTags,User,Location,Devices,Tweet,Favourites,Followers count,isVerifiedUser,Retweet Count
['Oscar'],kittythekey,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Halle Bailey and Chloe Bailey attend the 94th #Oscar https://t.co/AWOqU0yINh,76373,1476,FALSE,0
['Oscar'],tare7777,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",He lost his shirt in Dune desert i guess. #Oscar,41787,330,FALSE,0
['Oscar'],_reneebu,Toronto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Is Halle in her sister’s dress? #Oscar https://t.co/PL6WKnDCyp,10452,1706,FALSE,0
['Oscar'],ninholanguages,"Rio de Janeiro, Brésil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Can't wait to see Beyoncé at the #Oscar 🥺 I hope she releases a new album unexpectedly 😅,2822,156,FALSE,0
['Oscar'],E6Ahmed,Libya 🇱🇾 ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FCBarcelona: 🍿 Our second #Oscar nominee is … 𝗣𝗘𝗗𝗥𝗜 𝗣𝗢𝗧𝗧𝗘𝗥 ⚡️🤓

⭐ Starring: @Pedri https://t.co/DQFCB3K6xL",9388,74,FALSE,0
['Oscar'],venux88,"Puebla, México","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @midsommarvvitch: big fan of women #Oscar https://t.co/Ud3OBTyyqq,5339,50,FALSE,0
[],pxtreides,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dune was robbed,198,54,FALSE,0
"['Oscar', 'Oscars2022']",Art5LIV,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,44964,1062,FALSE,0
[],chasing,"Brooklyn, NY","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @afamiglietti: Oh sure, but when *I* do it, it's ""unprofessional"" and ""inappropriate teaching attire""",1140,893,FALSE,0
['Oscar'],xtesjuhx,🏳️‍🌈 ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @solanaswhoree: MY HEART!! they look so good #Oscar !! https://t.co/IFvHYMB6nb,14173,116,FALSE,0
[],BB_Homeless,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ma’am we got it that you’re lesbian 😭,1336,144,FALSE,0
['Oscar'],bluestmoonlight,iichliwp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SHERLOCKSlMP: no thoughts just benedict cumberbatch and andrew garfield #Oscar https://t.co/7imNERaEUU,72324,1642,FALSE,0
['oscar'],tempustasis,Uranus,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,118083,110,FALSE,0
['Oscar'],aravelizzz,she/her🇲🇽,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bernatviktoria: TIMOTHÉE CHALAMET JUST FUCKING MURDERED ME WHAT #Oscar https://t.co/aMuT5XuU7Q,938,3,FALSE,0
"['SpiderManNoWayHome', 'Oscar']",zenjiro2,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @spideyupdated: #SpiderManNoWayHome star Zendaya has arrived at this year’s #Oscar! And doesn’t she look STUNNING. https://t.co/PIYWoCyM…,16250,25287,FALSE,0
['Oscar'],angiewrites,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bossip: One of our beautiful hosts, Regina Hall has arrived! 

#Oscar 
📸: Getty https://t.co/73vzGOKYae",17618,3781,FALSE,0
['Oscar'],Clazyy__,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",99398,437,FALSE,0
['Oscar'],Katnissa7193,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @bernatviktoria: TIMOTHÉE CHALAMET JUST FUCKING MURDERED ME WHAT #Oscar https://t.co/aMuT5XuU7Q,3057,3,FALSE,0
['Oscar'],xArt3mis_,"
Timmy’s gf

 


","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LokiBaggins: In loop #Oscar  https://t.co/C0G67KNmhq,34306,2555,FALSE,0
['oscar'],MonicaVanzant,Here and There,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DonaldClarke63: JESSIE! She is wearing a pink dress. Is it pink? Yes, I’m going pink. #oscar https://t.co/pL5cdGsuV2",55838,1626,FALSE,0
['Oscar'],kindermaxxi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WE’RE SOARINN FLYINN / THERE’S NOT A STAR IN HEAVEN THAT WE CAN’T REACH #Oscar https://t.co/FBcwzYY3Px,12201,639,FALSE,0
"['reba', 'Oscar', 'Oscars2022', 'SomehowYouDo']",holyhuppert,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jwebster83: Then and now. 1991 vs 2022. 
#reba #Oscar #Oscars2022 #SomehowYouDo https://t.co/H7v4Vy7rLI",1476,1655,FALSE,0
['Oscar'],primargot,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",not a single serve so far #Oscar,1756,5076,FALSE,0
['Oscar'],KarylMiller,#uniteblue,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Oscar    Dress by Omar the Tentmaker.,20878,1387,FALSE,0
['Oscar'],DR34MDAY4_," #LOUIS: don’t ever change
 comfort?¿oh u mean #shawn
 doncaster, UK 
 ↳ kessie is my boo (fr!!)
 daya my beloved.⋆｡⋆༶⋆˙⊹
","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,3505,155,FALSE,0
"['Oscar', 'Oscar2022']",Em5lye,Midgard,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thesebbazz: It's a andrew garfield thing ✌️✌️✌️✌️

#Oscar #Oscar2022 https://t.co/wsTQGZj1OL",8328,50,FALSE,0
['Oscar'],martinsanumene,"Lagos, Nigeria","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I swear I would have seen Will and Jada Pinkett Smith differently if I hadn't been on Twitter this last year. #Oscar https://t.co/IggDXOD7ZK,56405,1089,FALSE,0
['Oscar'],mexsapnap,she/her | 18 | esp/eng | bi ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,21844,280,FALSE,0
['Oscar'],studyingmoni,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,7831,302,FALSE,0
"['Oscar', 'Oscars2022', 'Oscar2022']",caffesonata,"ᅟescritora vitoriana. ━━ bookstan ♡⸝⸝ 
qualquer pronome ⚢ ‧‧‧ ٠ letras: licenciatura ᅟᅟᅟᅟ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",God has his favorite children! LOOK AT THEM #Oscar #Oscars2022 #Oscar2022 https://t.co/GyA1XoMBIC,29816,5083,FALSE,0
[],MToddLeBeau,"Connecticut, USA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",You must be one of @timheidecker paid weirdos.,1418,611,FALSE,0
['Oscar'],midnitecallum,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @IndieWire: ""Licorice Pizza"" star Alana Haim and ""The Worst Person in the World"" star Renate Reinsve are #Oscar ready at the 94th Academ…",17846,1050,FALSE,0
['Oscar'],cvnismvjor,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HE'S NEVER BEATING THE ALLEGATIONS #Oscar https://t.co/wc9NBAY5Te,119280,812,FALSE,0
['Oscar'],agmguada,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @appointedluke: HIS BACK #Oscar https://t.co/RZk81knRU5,3145,303,FALSE,0
['Oscar'],Kimjim18516819,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @UpdatesGarfield: Andrew Garfield at the #Oscar https://t.co/xmNdDYbd3W,41193,443,FALSE,0
['Oscar'],debrapalermo,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",1829,1876,FALSE,0
"['Oscar', 'Oscars2022']",cullensuniverse,uk 22 ♡ she/her,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,7171,561,FALSE,0
['Oscar'],androchlmt,s¡her,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,24929,343,FALSE,0
['Oscar'],honest_papi,"New York, NY","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",H.E.R literally has the best #Oscar outfit https://t.co/mo3w6Jj1DQ,81939,20873,FALSE,0
[],ParamoreRKLife,USA ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jenannrodrigues: Also if she wins she will be the first female Oscar winner that didn’t wear a gown or dress just think about that. #Os…,27640,594,FALSE,0
['Oscar'],robitaill8,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RayReedMO: One of my opponents for Congress deserves an #Oscar for the way he’s acted like he’s actually from St. Louis…,77360,555,FALSE,0
['Oscar'],wrongcrowdx,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",They made me gay for tonight #Oscar https://t.co/nEpo3MptlN,7811,2028,FALSE,0
[],satosuguwu,23 she/her intj icon: hutao1st,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the bare minimum,200443,1468,FALSE,0
['Oscar'],sdyeith,underneath the moonlight,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ARCHIVEGARFIELD: Andrew Garfield at the #Oscar https://t.co/NPLnLBmU8R,6216,779,FALSE,0
['Oscar'],lyxsez,ela/dela ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @comfortrobt: he arrived omg #Oscar https://t.co/MX8keQdjMi,38837,212,FALSE,0
['Oscar'],mommage8386,United States,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RottenTomatoes: Congratulations to Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill, and Ron Bartlett on their Best Sound #Oscar win f…",23798,186,FALSE,0
['Oscar'],astralbub,"she,her","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: Zendaya attends the 94th Oscars at the Dolby Theatre in Hollywood! #Oscar https://t.co/LRhVnbfesO,53226,32,FALSE,0
['Oscar'],MsNoniSalma,"New York, NY","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I mean look at the material. Giving very much understated yet classic and chic look. #Oscar https://t.co/kuTXctnBlP,6756,902,FALSE,0
['Oscar'],euronews,Europe,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @euronewsculture: Let's talk about those #Oscar goodie bags, which are valued at more than €127,000. 💸

One particular gift — a plot of…",3314,516356,TRUE,0
['Oscar'],aravelizzz,she/her🇲🇽,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",939,3,FALSE,0
['Oscar'],alxxnat,"Bristol, England","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",256287,354,FALSE,0
['Oscar'],t0wwste,Nawfside,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",5986,67,FALSE,0
"['Oscar2022', 'Oscar', 'Oscars', 'Oscars2022']",aurinegraz,Carioca 🌴,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seriextou: O FAVORITO CHEGOU! Will Smith (King Richard) no Oscar 2022
#Oscar2022 #Oscar #Oscars #Oscars2022 https://t.co/E4SXVAfAi0",35345,273,FALSE,0
"['Oscars2022', 'Oscar']",siouxbruce,"Sioux City, IA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why must ABC hire fawning interviewers? I could name a Judi Dench film that wasn’t all that. #Oscars2022 #Oscar,10132,3027,TRUE,0
[],DmoonDonna,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LexDirects: Tracee knows she's breathtaking,64966,461,FALSE,0
['Oscar'],Wama_itha,Wherever you are not,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",43922,522,FALSE,0
['Oscar'],mai_tallada,"manila, philippines","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",73623,478,FALSE,0
['Oscar'],soundslikerain_,𝚜𝚑𝚎/𝚑𝚎/𝚝𝚑𝚎𝚢,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rabesanderson: zoe kravitz at the #Oscar everybody! https://t.co/NIfahzt2sj,5851,64,FALSE,0
['Oscar'],MelaniePaniagu4,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: he served #Oscar https://t.co/8KCTefK7I5,2641,238,FALSE,0
"['Oscar', 'Oscars2022']",dimplesJonnie_,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BeckyGLooks: She’s always in the MOMENT 🤍

@iambeckyg #Oscar #Oscars2022 https://t.co/FUFtZ4VuVk",67525,3747,FALSE,0
"['RedCarpetRundown', 'Oscar']",WILDLOVE_Tweet,México,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hi! @eentertainment What brand is your Center table that you use in #RedCarpetRundown ?? 🤔 Please!  #Oscar @enews,8374,70,FALSE,0
['Oscar'],sagazendaya,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @exileuphoria: TOM HOLLAND SIR YOU LOOK AMAZING 
#Oscar https://t.co/XXk7YHsm1e",5392,644,FALSE,0
['Oscar'],quakegf,a film by kirk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,53172,656,FALSE,0
"['LGBTQ', 'Oscar']",EvaLee4NC,"North Carolina, USA","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#LGBTQ #Oscar When you are perfectly comfortable in your own skin. Bring IT! Look at that guy with his head turned… https://t.co/dckskutcfx,3928,2493,FALSE,0
['Oscar'],drjenwolkin,NYC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Let’s normalize getting rid of #Oscar swag bags worth $140,000 and make mental health care accessible for all.",25625,15414,FALSE,0
['Oscar'],_Shhhh_ItsHer,Everywhere You Not¥ ;-),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",May Zendaya never take her foot off these folks necks!!! Period. @Zendaya #Oscar https://t.co/ylJhLPT2Ob,24050,743,FALSE,0
['Oscar'],EverythingJDcom,Canada,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TVInsider: Former roommates/current movie stars reunite on the #Oscar red carpet. https://t.co/vo9Z7zZLP9,108124,36636,FALSE,0
['Oscar'],MikeHamiltonJr,Raleigh | DC | NYC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Will Smith’s 3rd #Oscar nom for Best Actor. The two times he’s lost, it was to other Black actors (Denzel W… https://t.co/3pE2KTOX02",50524,4169,FALSE,0
"['Stop', 'Oscars2022', 'Oscar']",2manylogins,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Stop watching #Oscars2022 
&amp; watch this…so much better. 

#Oscar @TheAcademy @fcchk @Variety_Music @Variety_Film… https://t.co/lpJtPSSziV",2903,86,FALSE,0
[],breakidawn,𓆩♡𓆪,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",q dlc,1651,95,FALSE,0
"['Oscar', 'Oscars2022']",emlewiin,"Forks, WA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,1750,25,FALSE,0
"['ThePowerOfTheDog', 'Oscar']",erfoud_,Japan,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Variety: #ThePowerOfTheDog actor Kodi Smit-McPhee, who's up for an #Oscar tonight, poses for photos on the red carpet. https://t.co/abM…",1207,515,FALSE,0
['Oscar'],starksafiin,hufflepuff • infj,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",go little rockstar #Oscar https://t.co/S4vOTHhll2,11876,1381,FALSE,0
[],_iMarriedPrince,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the blue dress is so cute,32664,3374,FALSE,0
['Oscar'],shankarma1,everywhere,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ThePeachReport: Chloe X Halle DID THAT! #Oscar https://t.co/wtdG5xgnUs,4319,744,FALSE,0
[],moviesharkd,"Culver City, California","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My heart right now is with all the nominees for documentary short, film editing, makeup and hairstyling, original s… https://t.co/nh1c4nU53T",34883,2447,FALSE,0
"['Oscar', 'Oscars2022']",imjoshuabltzr,See you somewhere😂,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @karmun92: Having @VanessaHudgens interview Andrew Garfield was the best idea. These 2 are adorable. #Oscar #Oscars2022 https://t.co/Z2D…,43254,163,FALSE,0
"['Oscar', 'Oscars2022']",sneakinginivy,fighting dragons in Italy ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,98812,1222,FALSE,0
[],LeslieHales,"Nashville, TN ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Maggie’s dress looking like she raided an antique store. Let’s hope she doesn’t get caught on something or someone.… https://t.co/HdohKlLQCj,16029,517,FALSE,0
[],ALEXA_CABELLO93,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BORevival: Oscars Fan Favorite: Which movie did you vote for?

If you voted when the vote was open. If “Other,” please tell us which on…",15334,216,FALSE,0
